Id,Predicted
10249,"[ 405  439  574  624  772 1052 2106 2131 2226 2502 2584 2828 2932 3113
 3237 3348 3408 3501 3532 3660 3810 3833 3978 4095 4442 4525 4739 4883
 4965 4967 5030 5302 5484 5520 5878 5892 5987 6038 6298 6759 6765 6770
 6971 6991 7285 7300 7456 7518 7727 7736 7778 7873 8399 8468 8509 8637
 8840 8841 8910 8917 9031 9058 9170 9185 9248 9522 9747 9762]"
10250,"[ 405  439  574  624  772 1052 2106 2131 2226 2502 2584 2828 2932 3113
 3237 3348 3408 3501 3532 3660 3810 3833 3978 4095 4442 4525 4739 4883
 4965 4967 5030 5302 5484 5520 5878 5892 5987 6038 6298 6759 6765 6770
 6971 6991 7285 7300 7456 7518 7727 7736 7778 7873 8399 8468 8509 8637
 8840 8841 8910 8917 9031 9058 9170 9185 9248 9522 9747 9762]"
10251,"[ 405  439  574  624  772 1052 2106 2131 2226 2502 2584 2828 2932 3113
 3237 3348 3408 3501 3532 3660 3810 3833 3978 4095 4442 4525 4739 4883
 4965 4967 5030 5302 5484 5520 5878 5892 5987 6038 6298 6759 6765 6770
 6971 6991 7285 7300 7456 7518 7727 7736 7778 7873 8399 8468 8509 8637
 8840 8841 8910 8917 9031 9058 9170 9185 9248 9522 9747 9762]"
10252,"[ 405  624 2131 2584 3348 3660 5302 6038 7456 7727 7778 8468 8637 9185
 9747 9762]"
10253,"[ 405  624 2131 2584 3348 3660 4965 5302 6038 7727 7778 8468 8637 9522
 9747 9762]"
10254,"[ 405  624 2131 2584 3348 3660 4525 4965 5302 5892 6038 7727 7778 8468
 8519 8637 9031 9058 9185 9522 9747 9762]"
10255,"[ 405  624 2131 2584 3348 3660 3810 4525 4965 5302 5892 6038 7456 7727
 7778 8468 8637 9031 9058 9185 9248 9522 9747 9762]"
10256,"[ 405  624 2131 2584 3348 3532 3660 3810 4525 4965 5302 5892 6038 6991
 7285 7456 7727 7778 8468 8637 9031 9058 9185 9248 9747 9762]"
10257,"[ 405  624 2131 2584 3348 3660 4525 4965 5302 5892 6038 6991 7285 7456
 7727 7778 8468 8637 9031 9058 9185 9248 9747 9762]"
10258,"[ 405  624 2131 2584 3348 3660 4525 4965 5302 5892 6038 6991 7285 7456
 7727 7778 8468 9031 9058 9185 9248 9747 9762]"
10259,"[ 405  624 2131 2584 3348 3660 4525 4965 5302 5892 6038 6991 7285 7456
 7727 7778 8468 9031 9058 9185 9248 9747 9762]"
10260,"[ 405  624 2131 2584 3348 3660 4525 4965 5302 5892 7456 7727 7778 8468
 8519 8637 9031 9058 9185 9522 9747 9762]"
10261,[3660]
10262,"[ 405  624 2131 2584 3113 3348 3660 4525 5302 5484 6991 7727 7778 8399
 8509 8637 9058 9522 9762]"
10263,[]
10264,"[ 321  405  624 1170 2131 2584 3113 3348 3660 4525 5484 6038 6991 7727
 7778 8399 8637 9185 9522 9762]"
10265,"[ 405  624 2131 2584 3113 3348 3501 3660 4525 5302 5484 5892 6755 6991
 7727 7778 8399 8468 8509 8637 9031 9058 9185 9522 9762]"
10266,"[ 405  624 2131 2382 2584 3113 3348 3501 3660 3978 4095 4442 4525 5302
 5484 5892 6298 6991 7285 7727 7778 8399 8468 8509 8637 9031 9058 9185
 9522 9762]"
10267,"[ 405  624 2382 2584 3113 3348 3660 3810 3978 4095 4442 4525 4965 5302
 5484 5892 6298 6770 6991 7285 7456 7727 7778 8399 8468 8509 8637 9031
 9058 9185 9248 9762]"
10268,"[ 405  624 2584 3113 3348 3501 3660 3978 4095 4442 4525 4965 5302 5484
 5892 6298 6991 7285 7456 7727 7778 8399 8468 8509 8637 8917 9031 9058
 9185 9248 9762]"
10269,"[ 405  624 2584 3113 3348 3501 3660 3978 4095 4442 4525 4965 5302 5484
 5892 6298 6991 7285 7456 7727 7778 8399 8468 8509 8637 8917 9031 9058
 9185 9248 9762]"
10270,"[ 405  624 2584 3113 3348 3501 3660 3978 4095 4442 4525 4965 5302 5484
 5892 6298 6991 7285 7456 7727 7778 8399 8468 8509 8637 8917 9031 9058
 9185 9248 9762]"
10271,"[ 405  624 2131 2584 3113 3348 3501 3660 4525 5302 5484 5892 6755 6991
 7727 7778 8399 8468 8509 8637 9031 9058 9185 9522 9762]"
10272,[]
10273,[]
10274,[]
10275,[]
10276,[]
10277,[]
10278,[]
10279,[]
10280,[]
10281,[]
10282,"[ 121  321  405  439  448  624 1119 1170 1355 1449 2131 2230 2382 2584
 2932 2973 3113 3237 3348 3501 3643 3660 3810 4095 4213 4525 4697 4989
 5020 5271 5284 5302 5447 5484 5544 5843 5878 5892 5987 6038 6755 6765
 6779 6878 6991 6993 7024 7285 7315 7456 7727 7778 8147 8305 8399 8468
 8509 8637 8768 8840 8917 9031 9058 9170 9185 9248 9522 9747 9762]"
10283,"[ 321  405  439  624  772 1119 1170 1355 1449 1758 2131 2226 2230 2382
 2502 2584 2973 3113 3237 3348 3501 3532 3643 3660 3810 4095 4213 4442
 4525 4739 5020 5271 5302 5447 5484 5544 5878 5892 5987 6038 6755 6765
 6770 6878 6991 7024 7285 7727 7778 8147 8305 8399 8468 8509 8637 8768
 8840 8917 8999 9031 9058 9170 9185 9248 9522 9570 9747 9762]"
10284,"[ 321  405  439  624  772 1052 1170 1355 1881 2106 2131 2226 2352 2382
 2502 2584 2828 2973 3113 3237 3348 3421 3493 3501 3532 3643 3644 3660
 3810 3833 3978 4095 4213 4442 4525 4739 4965 4967 5020 5271 5284 5302
 5484 5520 5544 5878 5892 5987 6038 6298 6755 6765 6770 6878 6991 7024
 7285 7456 7727 7778 7873 8147 8399 8468 8509 8519 8637 8840 8917 8999
 9031 9058 9170 9185 9248 9522 9747 9762]"
10285,"[ 321  405  439  624  772 1052 1119 1170 1355 1449 1758 1881 2131 2226
 2230 2352 2382 2584 2828 2932 2973 3113 3237 3348 3421 3493 3501 3532
 3643 3644 3660 3810 3833 3978 4095 4213 4307 4442 4525 4739 4883 4965
 4967 5020 5284 5302 5484 5520 5544 5878 5892 5987 6038 6298 6755 6765
 6770 6878 6991 7024 7285 7456 7727 7778 7873 8147 8399 8468 8509 8585
 8637 8840 8917 8999 9031 9058 9170 9185 9248 9522 9747 9762]"
10286,"[ 285  321  405  439  624  772 1052 1119 1170 1449 1881 2131 2226 2230
 2352 2382 2501 2584 2702 2711 2932 3113 3237 3348 3408 3421 3493 3501
 3532 3626 3643 3644 3660 3810 3833 3978 4095 4291 4307 4442 4525 4543
 4739 4883 4965 4967 5020 5030 5284 5302 5484 5520 5560 5679 5826 5878
 5892 5987 6038 6049 6298 6342 6759 6765 6770 6878 6991 7024 7054 7285
 7301 7456 7518 7727 7736 7778 7873 8134 8399 8468 8509 8637 8840 8841
 8917 9031 9058 9170 9185 9248 9522 9747 9762]"
10287,"[ 321  405  439  624  772 1052 1119 1170 1449 1881 2131 2226 2352 2382
 2501 2502 2584 2702 2711 2932 3113 3237 3311 3348 3362 3408 3421 3493
 3501 3532 3626 3643 3644 3660 3810 3833 3978 4095 4291 4307 4442 4525
 4543 4739 4883 4965 4967 5020 5030 5284 5302 5484 5520 5679 5826 5878
 5892 5987 6038 6049 6298 6342 6755 6759 6765 6770 6878 6991 7024 7054
 7285 7300 7301 7336 7456 7518 7568 7727 7736 7778 7873 8134 8399 8468
 8509 8585 8637 8840 8841 8917 9031 9058 9170 9185 9248 9522 9747 9762]"
10288,"[ 321  405  439  624  772 1052 1119 1170 1449 1881 2131 2226 2352 2382
 2501 2502 2584 2702 2711 2932 3113 3237 3311 3348 3362 3408 3421 3493
 3501 3532 3626 3643 3644 3660 3810 3833 3978 4095 4291 4307 4442 4525
 4543 4739 4883 4965 4967 5020 5030 5284 5302 5484 5520 5679 5826 5878
 5892 5987 6038 6049 6298 6342 6755 6759 6765 6770 6878 6991 7024 7054
 7285 7300 7301 7336 7456 7518 7568 7727 7736 7778 7873 8134 8399 8468
 8509 8585 8637 8840 8841 8917 9031 9058 9170 9185 9248 9522 9747 9762]"
10289,[3660]
10290,[]
10291,[3660 7778 8637]
10292,[3660 8637]
10293,[ 405 3660 8637 9762]
10294,[ 405 3660 8637]
10295,[ 405 3660 6991 8637]
10296,[ 405 3660 6991 8637]
10297,[ 405  624 2584 3660 4525 6991 7727 7778 8637 9185 9762]
10298,"[ 321  405  624 2131 2584 3113 3348 3660 4525 5302 5484 6991 7727 7778
 8399 8637 9031 9058 9185 9762]"
10299,"[ 405  624 2131 2584 3113 3348 3660 4525 5302 5484 6038 6991 7727 7778
 8399 8637 9058 9185 9522 9762]"
10300,"[ 405  624 2131 2584 3113 3348 3501 3660 4525 5302 5484 5892 6038 6755
 6991 7727 7778 8399 8468 8509 8637 9031 9058 9185 9522 9762]"
10301,"[ 405  624 2131 2382 2584 3113 3348 3501 3660 3810 4095 4442 4525 5302
 5484 5892 6298 6991 7285 7727 7778 8399 8468 8509 8637 9031 9058 9185
 9248 9522 9762]"
10302,"[ 405  624 2131 2382 2584 3113 3348 3501 3660 3810 3978 4095 4442 4525
 4965 4967 5302 5484 5892 6038 6298 6770 6991 7285 7456 7727 7778 8399
 8468 8509 8637 9031 9058 9185 9248 9762]"
10303,"[ 405  624  772 2584 3113 3348 3501 3660 3810 3978 4095 4442 4525 4965
 5302 5484 5892 6038 6298 6770 6991 7456 7727 7778 8399 8468 8509 8637
 8917 9031 9058 9185 9248 9762]"
10304,"[ 405  624  772 2131 2584 3113 3348 3501 3660 3810 3978 4095 4442 4525
 5302 5484 5892 6038 6298 6770 6991 7456 7727 7778 8399 8468 8509 8637
 9031 9058 9185 9248 9762]"
10305,"[ 405  624  772 2131 2584 3113 3348 3501 3660 3810 3978 4095 4442 4525
 5302 5484 5892 6038 6298 6770 6991 7456 7727 7778 8399 8468 8509 8637
 9031 9058 9185 9248 9762]"
10306,[]
10307,[ 405 2131 3348 3660 6991 7727 7778 8637 9762]
10308,[ 405  624 3348 3660 4525 5302 6991 7778 8399 8637 9762]
10309,[ 405 3348 3660 4525 5302 6991 7727 7778 8399 8637 9762]
10310,"[ 405  624 3348 3660 4525 5302 5484 5892 6991 7778 8399 8468 8637 9185
 9762]"
10311,[ 405  624 3660 4095 4525 5302 5892 6991 7778 8399 8637 9185 9762]
10312,[ 405  624 3660 4525 5302 5892 6991 7778 8399 8637 9185 9762]
10313,[ 405  624 3660 4525 5302 5892 6991 7778 8399 8637 9185 9762]
10314,[ 405  624 3660 4525 5302 5892 6991 7778 8399 8637 9185 9762]
10315,[ 405  624 3660 4525 5302 5892 6991 7778 8399 8637 9185 9762]
10316,[ 405  624 3660 4525 5302 5892 6991 7778 8399 8637 9185 9762]
10317,"[ 405  624 2584 3348 3660 4525 5302 5484 6991 7727 7778 8399 8509 8637
 9058 9185 9522 9762]"
10318,[ 405 2131 2584 3348 3660 5484 6991 7727 7778 8637 9185 9522 9762]
10319,[ 405  624 2584 3348 3660 4525 5302 6991 7727 7778 8637 9522 9762]
10320,"[ 405  624 2584 3348 3660 4525 5302 5484 6991 7727 7778 8399 8509 8637
 9058 9185 9522 9762]"
10321,"[ 405  624 2584 3660 4525 4965 5302 5484 5892 6991 7727 7778 8399 8468
 8509 8637 9185 9248 9762]"
10322,"[ 405  624 2584 3348 3660 4525 5302 5484 5892 6991 7778 8399 8468 8509
 8637 9185 9248 9762]"
10323,"[ 405  624 2584 3348 3660 4525 5302 5484 5892 6770 6991 7778 8399 8468
 8509 8637 9185 9248 9762]"
10324,[]
10325,"[ 321  405  439  624 1170 2131 2584 3113 3348 3660 4525 5302 5484 6991
 7727 7778 8637 9031 9185 9522 9747 9762]"
10326,"[ 321  405  624  772 1170 1355 2131 2226 2382 2584 2973 3113 3348 3644
 3660 3810 4525 4697 4739 5020 5271 5302 5484 5843 5892 6038 6755 6770
 6991 7024 7315 7456 7727 7778 8147 8399 8637 8768 8840 9031 9058 9170
 9185 9522 9747 9762]"
10327,"[ 321  405  439  624  772 1170 1355 1758 2131 2226 2382 2502 2584 2973
 3113 3348 3501 3644 3660 3810 4095 4442 4525 4739 5020 5271 5302 5484
 5843 5892 5987 6038 6664 6755 6756 6770 6991 7024 7315 7727 7778 8147
 8399 8509 8637 8840 8999 9031 9058 9185 9248 9522 9570 9747 9762]"
10328,"[ 405  439  624  772 1355 2131 2226 2382 2584 2711 3113 3348 3408 3501
 3532 3644 3660 3810 3978 4095 4442 4525 4739 4965 5302 5484 5892 5987
 6038 6298 6770 6991 7024 7285 7456 7727 7778 8147 8399 8468 8509 8637
 8840 9031 9058 9185 9248 9522 9747 9762]"
10329,[ 405 3660 4525 6991 7778 8637]
10330,[ 405  624 2131 2584 3660 5484 6991 7727 7778 8399 8468 8637 9762]
10331,[ 405 2131 2584 3348 3660 6991 7727 7778 9762]
10332,[ 405 2131 2584 3348 3660 6991 7727 7778 8399 8637 9762]
10333,[ 405  624 2131 2584 3348 3660 4525 5484 6991 7727 7778 8399 8637 9762]
10334,[ 405  624 2131 2584 3660 5484 6991 7727 7778 8399 8468 8637 9762]
10335,[ 405  624 2584 3660 4525 6991 7778 8399 8637 9762]
10336,[ 405 2584 3660 4525 6991 7778 8399 8637 9185 9762]
10337,[ 405  624 2584 3660 4525 6991 7778 8399 8637 9185 9762]
10338,[ 405 4525 5892 7778 8399 8637]
10339,[ 405 4525 5892 7778 8399 8637]
10340,[ 405 4525 5892 7778 8399 8637]
10341,"[ 321  405  439  624 2106 2131 2352 2382 2584 3237 3348 3501 3532 3660
 3810 3833 3978 4095 4442 4525 4883 4965 5284 5302 5484 5520 5878 5892
 6038 6298 6755 6770 6991 7024 7285 7456 7727 7778 8147 8399 8468 8509
 8637 8840 8917 9031 9058 9185 9248 9522 9747 9762]"
10342,"[ 405  624 2584 3660 4525 5302 5892 6991 7727 7778 8399 8468 8637 9058
 9185 9762]"
10343,"[ 405  624 2584 3660 4525 5302 5892 6991 7727 7778 8399 8468 8637 9058
 9185 9762]"
10344,"[ 321  405  624 2131 2584 3113 3348 3660 4525 5271 5302 5484 5544 5987
 6038 6991 7456 7727 7778 8147 8637 9031 9058 9185 9522 9747 9762]"
10345,"[ 405  624  772 2502 2584 3113 3348 3493 3532 3660 3810 3978 4095 4442
 4525 4883 4965 4967 5302 5484 5892 5987 6038 6770 6991 7285 7456 7727
 7778 8399 8468 8509 8637 8917 9031 9058 9185 9248 9522 9747 9762]"
10346,[ 405  624 3348 3660 6991 7727 7778 8637 9185]
10347,[ 405  624 2584 3660 5302 6991 7778 8637 9185 9522 9762]
10348,[ 405  624 3660 4525 5892 6770 6991 7778 8399 8468 8637 9185 9248]
10349,[ 405  624 3660 4525 5892 6770 6991 7778 8399 8468 8637 9185 9248]
10350,[]
10351,[]
10352,[ 405 8637]
10353,"[ 405  624 2584 3113 3237 3348 3501 3532 3660 3810 3978 4095 4442 4525
 4965 5302 5484 5892 6038 6298 6770 6991 7727 7778 8399 8468 8509 8637
 8917 9031 9058 9185 9522 9762]"
10354,"[ 405  624 2584 3113 3348 3501 3660 3810 3978 4095 4442 4525 4965 5302
 5484 5892 6038 6770 6991 7456 7727 7778 8399 8468 8509 8637 8917 9031
 9058 9185 9762]"
10355,"[ 405  624 2584 3113 3348 3501 3660 3810 3978 4095 4442 4525 4965 5302
 5484 5892 6038 6770 6991 7456 7727 7778 8399 8468 8509 8637 8917 9031
 9058 9185 9762]"
10356,[ 405 3660 4525 6991 8637]
10357,[ 405 3660 4525 6991 7778 8637]
10358,[ 405 3660 4525 6991 7778 8637]
10359,[ 405 3660 4525 6991 7778 8637]
10360,[]
10361,[]
10362,[ 405 3660 8637 8840]
10363,"[ 405  439  499  624  772 1170 1355 2106 2131 2226 2352 2382 2502 2584
 2805 2828 2932 2973 3113 3237 3348 3421 3493 3501 3532 3660 3810 3833
 3978 4095 4213 4442 4525 4739 4883 4965 5020 5302 5484 5520 5544 5878
 5892 5987 6038 6298 6664 6755 6759 6765 6770 6878 6971 6991 7024 7285
 7456 7727 7778 8147 8399 8468 8509 8519 8637 8840 8917 9031 9058 9170
 9185 9248 9522 9747 9762]"
10364,[ 405 4525 6991 8637]
10365,"[ 624 2131 2584 3348 3660 4525 5302 5892 6770 6991 7727 7778 8637 9031
 9522 9762]"
10366,[]
10367,"[ 136  285  405  624  772 1052 2106 2131 2352 2382 2501 2584 3113 3237
 3348 3421 3493 3501 3532 3660 3810 3833 3978 4095 4442 4525 4739 4883
 4965 4967 5020 5030 5284 5302 5484 5520 5544 5878 5892 5987 6038 6298
 6342 6759 6765 6770 6991 7024 7285 7456 7727 7778 8147 8399 8468 8509
 8519 8585 8637 8840 8917 9031 9058 9185 9248 9522 9747 9762]"
10368,[ 405  624 2584 3348 3660 4525 5302 7778 8637 9762]
10369,[ 405  624 2131 3113 3348 3501 3660 4525 5302 7727 7778 8637 9762]
10370,[]
10371,[8637]
10372,[ 624 3348 3660 4525 6770 6991 7727 7778 8637 9762]
10373,[]
10374,[]
10375,[405]
10376,[]
10377,"[ 405  624 3348 3660 4095 4442 4525 5302 5892 6038 6991 7778 8399 8468
 8637 9031 9522 9762]"
10378,"[ 285  405  439  624 1119 2131 2382 2584 3113 3237 3348 3421 3532 3660
 3810 3833 4057 4095 4442 4525 4883 4965 5020 5030 5302 5484 5520 5544
 5878 5892 5987 6038 6298 6759 6770 6991 7024 7285 7456 7727 7778 8147
 8399 8468 8509 8637 8840 8917 9031 9058 9170 9185 9248 9522 9747 9762]"
10379,[3660]
10380,[3348 3660 7778 8637 9762]
10381,[3348 3660 7778 8637 9762]
10382,[ 405  624 1170 2131 2584 3113 3348 3660 6991 7727 7778 8637 9058 9762]
10383,"[ 405  624 2584 3348 3660 4442 4525 5484 5892 6298 6991 7727 7778 8399
 8468 8637 8917 9031 9185 9248 9762]"
10384,"[ 405  624 2584 3348 3660 4442 4525 4965 5302 5484 5892 6991 7727 7778
 8399 8468 8637 8917 9185 9762]"
10385,[3348 3660 6991 7778 8637]
10386,[2584 3660 7778 8637]
10387,[ 405 2584 3660 4525 7778 8637 9762]
10388,[ 405 3660 4525 6991 7778 8399 8637 9185]
10389,[ 405 2584 3660 4525 6991 7778 8637 9185 9762]
10390,"[ 405  439  624  772 1052 1119 2131 2226 2382 2584 3113 3348 3501 3660
 3810 3978 4095 4442 4525 4965 5284 5302 5484 5520 5878 5892 6038 6298
 6664 6770 6991 7024 7285 7456 7727 7778 8147 8399 8468 8509 8637 8840
 8917 9031 9058 9185 9248 9522 9747 9762]"
10391,[]
10392,[]
10393,"[ 405  624 2131 2226 2584 3113 3348 3501 3660 4095 4525 4739 5302 5484
 5892 6755 6991 7727 7778 8399 8509 8637 9031 9058 9185 9522 9762]"
10394,[ 405 2584 3660 4525 5892 6991 7727 7778 8399 8637 9185 9762]
10395,[ 405 3660 8637 9248]
10396,[ 405 3348 3660 8147 8637]
10397,[]
10398,"[ 405  624 2131 2584 2973 3113 3348 3660 5020 5302 5484 6038 6991 6993
 7727 7778 8147 8399 8519 8637 9058 9185 9522 9747 9762]"
10399,[]
10400,[]
10401,[]
10402,[]
10403,[ 405 3660 4525 6991 7778]
10404,[405]
10405,[]
10406,"[ 405  624 2131 2584 3113 3348 3501 3660 3978 4525 5302 5484 5892 6755
 6991 7727 7778 8399 8509 8637 9031 9058 9185 9522 9762]"
10407,"[ 405  624 2131 2584 3348 3501 3660 4525 5302 5484 5892 6991 7727 7778
 8399 8509 8637 9185 9522 9762]"
10408,"[ 405  624 2584 3348 3501 3660 3810 3978 4525 5302 5484 5892 6298 6991
 7727 7778 8399 8468 8509 8637 9185 9248 9762]"
10409,"[ 405 2584 3348 3660 3978 4525 5302 5484 5892 6991 7727 7778 8399 8509
 8637 9185 9248 9762]"
10410,"[ 405 2584 3348 3660 3978 4525 5302 5484 5892 6991 7727 7778 8399 8509
 8637 9185 9248 9762]"
10411,[3660]
10412,"[ 405  624  772 2131 2226 2584 3348 3421 3493 3501 3532 3660 4525 4739
 5302 5484 5892 6755 6770 6991 7727 7778 8399 8468 8509 8637 8917 9031
 9058 9185 9522 9762]"
10413,"[ 405  624  772 2131 2226 2382 2584 3348 3421 3493 3501 3532 3660 3810
 3978 4095 4442 4525 4739 5302 5892 6298 6770 6991 7456 7727 7778 8399
 8468 8509 8637 8840 8917 9031 9058 9185 9248 9522 9762]"
10414,"[ 405  624  772 2226 2584 3348 3421 3493 3501 3532 3660 3810 3978 4095
 4442 4525 4739 4965 5302 5892 6770 6991 7456 7727 7778 8399 8468 8509
 8637 8840 8917 9031 9058 9185 9248 9522 9747 9762]"
10415,"[ 405  624  772 2131 2226 2584 3113 3348 3501 3532 3660 4525 4739 5302
 5484 5892 6755 6770 6991 7727 7778 8399 8468 8509 8637 8840 8917 9031
 9058 9185 9248 9522 9762]"
10416,"[ 405  624  772 2226 2382 2584 3348 3493 3501 3532 3660 3810 3978 4095
 4442 4525 4739 5302 5892 6298 6770 6991 7456 7727 7778 8399 8468 8509
 8637 8840 8917 9031 9058 9185 9248 9522 9762]"
10417,"[ 405  624  772 2226 2584 3113 3348 3501 3532 3660 3810 3978 4095 4442
 4525 4739 5302 5892 6770 6991 7456 7727 7778 8399 8468 8509 8637 8840
 8917 9031 9058 9185 9248 9747 9762]"
10418,[ 405  624 2584 3348 3660 4525 5302 6991 7727 7778 8399 8637 9185 9762]
10419,"[ 405  624 2584 3660 4095 4525 5302 5892 6991 7727 7778 8399 8468 8637
 9058 9185 9248 9762]"
10420,[ 405  624 2584 3348 3660 4525 5302 6991 7727 7778 8399 8637 9185 9762]
10421,[]
10422,[]
10423,[]
10424,[]
10425,[]
10426,[]
10427,[ 405 3660 4525 5302 5892 6991 7727 7778 8637 9185 9762]
10428,"[ 405  624 2584 3501 3660 3978 4525 5302 5892 6991 7727 7778 8399 8637
 9185 9762]"
10429,"[ 405  439  624  772 2131 2382 2584 2932 3113 3237 3348 3493 3501 3660
 3810 3978 4095 4442 4525 4965 5284 5302 5484 5520 5544 5878 5892 6038
 6298 6755 6765 6770 6991 7024 7285 7456 7727 7778 8399 8468 8509 8637
 8840 8917 9031 9058 9185 9248 9522 9747 9762]"
10430,[ 405 4525 7778 8468]
10431,[ 405 3660 7778 8468]
10432,[ 405 3660 7778 8468]
10433,[ 405 3660 7778 8468]
10434,[ 405 3660 7778 8468]
10435,"[ 405  448  624 1052 1119 1449 2131 2382 2584 3408 3421 3643 3660 4057
 4095 4291 4442 4525 4883 4965 5284 5302 5544 5892 5987 6038 6770 6991
 7024 7285 7456 7727 7778 7873 8399 8468 8585 8637 8917 9031 9058 9185
 9248 9522 9747 9762]"
10436,"[ 405  448  624 1119 1449 2131 2382 2584 3408 3660 4057 4095 4291 4442
 4525 4883 4965 5284 5302 5544 5878 5892 5987 6038 6770 6991 7024 7285
 7456 7727 7778 8399 8468 8585 8637 8917 9031 9185 9248 9747 9762]"
10437,"[ 136  405  448  499  624 1052 1119 1449 2131 2382 2584 3408 3660 3833
 4057 4095 4442 4525 4883 4965 5284 5302 5544 5878 5892 5987 6038 6770
 6991 7024 7285 7456 7727 7778 8399 8468 8585 8637 8917 9031 9185 9248
 9747 9762]"
10438,"[ 136  405  448  499  624 1052 1119 1449 2131 2382 2584 3408 3660 3833
 4057 4095 4442 4525 4883 4965 5284 5302 5544 5878 5892 5987 6038 6770
 6991 7024 7285 7456 7727 7778 8399 8468 8585 8637 8917 9031 9185 9248
 9747 9762]"
10439,"[ 136  405  448  499  624 1052 1119 1449 2131 2382 2584 3408 3660 3833
 4057 4095 4442 4525 4883 4965 5284 5302 5544 5878 5892 5987 6038 6770
 6991 7024 7285 7456 7727 7778 8399 8468 8585 8637 8917 9031 9185 9248
 9747 9762]"
10440,[]
10441,"[ 321  405 1170 2131 2584 2973 3113 3348 3660 5271 5484 6991 7727 7778
 8399 8637 9058 9185 9522 9747 9762]"
10442,[2131 3348 3660 6991 7778 8637 9762]
10443,[ 405  624 3660 4525 7778 8637 9762]
10444,[ 405  624 3660 4525 5302 5892 6991 7778 8637 9185 9762]
10445,[2131 3348 3660 6991 7778 8637 9762]
10446,[3660 7778 8637]
10447,[3660 8637]
10448,[]
10449,"[ 136  405  448  499  624  772 1052 1119 1449 1554 2131 2352 2382 2584
 3408 3421 3643 3660 4057 4095 4442 4525 4739 4883 4965 5020 5284 5302
 5484 5544 5878 5892 5987 6038 6690 6770 6991 7024 7456 7778 7925 8399
 8468 8585 8637 8776 8917 9031 9170 9185 9248 9747 9762]"
10450,"[ 136  405  448  499  624  772 1052 1119 1449 2131 2230 2382 2584 3408
 3660 4057 4095 4442 4525 4739 4883 4965 5020 5284 5302 5544 5878 5892
 5987 6038 6690 6770 6991 7024 7456 7778 7925 8399 8468 8585 8637 8776
 8917 9031 9185 9248 9747 9762]"
10451,"[ 136  405  448  499  624  772 1052 1119 1449 2131 2382 2584 3408 3421
 3660 3833 4057 4095 4442 4525 4739 4883 4965 5020 5284 5302 5544 5878
 5892 5987 6038 6690 6770 6991 7456 7778 7925 8399 8468 8585 8637 8776
 8917 9031 9185 9248 9747 9762]"
10452,"[ 136  405  448  499  624  772 1052 1119 1449 2131 2382 2584 3408 3421
 3660 3833 4057 4095 4442 4525 4739 4883 4965 5020 5284 5302 5544 5878
 5892 5987 6038 6690 6770 6991 7456 7778 7925 8399 8468 8585 8637 8776
 8917 9031 9185 9248 9747 9762]"
10453,"[ 136  405  448  499  624  772 1052 1119 1449 2131 2382 2584 3408 3421
 3660 3833 4057 4095 4442 4525 4739 4883 4965 5020 5284 5302 5544 5878
 5892 5987 6038 6690 6770 6991 7456 7778 7925 8399 8468 8585 8637 8776
 8917 9031 9185 9248 9747 9762]"
10454,[ 405 7778]
10455,[ 405 3660 7778]
10456,[ 405 3660 7778]
10457,[ 405 3660 7778]
10458,[ 405 3660 7778]
10459,[ 405 3660 7778]
10460,[]
10461,[]
10462,[]
10463,[]
10464,[ 405  624 3660 4525 5484 6991 7778 8399 8637 9248 9762]
10465,[]
10466,[ 405  624 3660 4525 5302 5892 6991 7778 8399 8637 9185 9762]
10467,[ 405 3660 4525 6991 8637 9248]
10468,"[ 405  439  624 2382 2584 3348 3501 3532 3660 3810 3978 4095 4442 4525
 4883 4965 5302 5520 5892 6038 6298 6770 6991 7024 7285 7727 7778 8399
 8468 8509 8637 8917 9031 9058 9185 9248 9522 9747 9762]"
10469,"[ 405  624  772 2131 2382 2584 3348 3501 3660 3810 4095 4442 4525 4965
 5284 5302 5892 6038 6770 6991 7285 7456 7727 7778 8147 8399 8468 8509
 8637 8917 9031 9058 9185 9248 9522 9747 9762]"
10470,"[ 405  439  624 2106 2131 2584 3113 3237 3348 3532 3660 3810 4442 4525
 5020 5302 5484 5520 5892 5987 6038 6755 6759 6770 6991 7727 7778 8147
 8399 8468 8509 8519 8637 8840 8917 9031 9058 9185 9248 9522 9762]"
